2016-04-25 12:12:51am  -  select * from fn_pedidosdescartaborrado_insert(909,1) AS retorno;
2016-05-29 07:31:31pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 07:31:32pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 07:41:04pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 07:41:05pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 07:41:05pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 07:41:05pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 07:59:42pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 07:59:42pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:11:24pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 08:11:24pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:11:24pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 08:11:25pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:14:39pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 08:14:39pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:15:05pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:15:06pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:15:06pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 08:15:06pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:15:29pm  -  select * from fn_dir_select(0,459::bigint);
2016-05-29 08:15:36pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:15:36pm  -  select * from fn_direccionpedidos_insert('INDIO DE GUELATAO'::VARCHAR,''::VARCHAR,'123'::VARCHAR,'459 - 7 Gotas -  Culiacan'::VARCHAR,80247::INTEGER,''::VARCHAR,''::VARCHAR,'SINALOA'::VARCHAR,'Culiacan'::VARCHAR) AS retorno;
2016-05-29 08:15:45pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:15:46pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:15:54pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:15:54pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:15:56pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 08:15:56pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:17:50pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 08:17:50pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:18:26pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:18:27pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:18:27pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 08:18:27pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:26:00pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:26:00pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:26:23pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:27:04pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:27:56pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:29:57pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:31:26pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:31:26pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:31:26pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 08:31:27pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:31:40pm  -  select * from fn_cte_insert('NORBERTO','ELENES','','6671900017') AS retorno;
2016-05-29 08:31:40pm  -  select * from fn_direccionpedidos_insert('INDIO DE GUELATAO'::VARCHAR,''::VARCHAR,'123'::VARCHAR,'459 - 7 Gotas -  Culiacan'::VARCHAR,80247::INTEGER,''::VARCHAR,'casa verde'::VARCHAR,'SINALOA'::VARCHAR,'CULIACAN'::VARCHAR,250::BIGINT) AS retorno;
2016-05-29 08:31:49pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 08:31:49pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 08:42:37pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 08:42:37pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:42:37pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 08:42:38pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:43:12pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 08:43:12pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:43:13pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 08:43:13pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 08:44:51pm  -  select * from fn_dir_select(0,455::bigint);
2016-05-29 08:44:54pm  -  select * from fn_cte_insert('JESUS ANTONIO','BASTIDAS LOPEZ','','6673177693') AS retorno;
2016-05-29 08:44:55pm  -  select * from fn_direccionpedidos_insert('AVENIDA MEOLA'::VARCHAR,''::VARCHAR,'778'::VARCHAR,'455 - Stanza Torralba -  Culiacan'::VARCHAR,80247::INTEGER,''::VARCHAR,''::VARCHAR,'SINALOA'::VARCHAR,'Culiacan'::VARCHAR,271::BIGINT) AS retorno;
2016-05-29 09:09:01pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:09:01pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:12:45pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:12:46pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:12:46pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:12:46pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:17:37pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:17:37pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:17:37pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:17:37pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:19:04pm  -  select * from fn_dir_select(80247,455::bigint);
2016-05-29 09:20:53pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:20:53pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:25:47pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 09:25:48pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:25:48pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:25:48pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:25:53pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 09:25:53pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 09:25:54pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:25:54pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:26:04pm  -  select * from fn_cte_select(270::BIGINT);
2016-05-29 09:26:04pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 09:26:04pm  -  select * from fn_direccionpedidoscliente_select(270::bigint);
2016-05-29 09:26:05pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:26:07pm  -  select * from fn_cte_select(250::BIGINT);
2016-05-29 09:26:07pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:26:09pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:26:10pm  -  select * from fn_cte_select('6671900017'::bpchar);
2016-05-29 09:26:10pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:26:10pm  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-05-29 09:26:15pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:26:15pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:26:15pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:26:15pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:31:58pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:31:59pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:31:59pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:31:59pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:48:59pm  -  select * from fn_cte_select(271::BIGINT);
2016-05-29 09:48:59pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 09:48:59pm  -  select * from fn_cte_select('6673177693'::bpchar);
2016-05-29 09:49:00pm  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-29 10:03:24pm  -  select * from fn_dir_select(0,407::bigint);
2016-05-29 10:03:26pm  -  select * from fn_cte_insert('JESUS ANTONIO','BASTIDAS LOPEZ','','6673177693') AS retorno;
2016-05-29 10:03:27pm  -  select * from fn_direccionpedidos_insert('CIRCUITO DE LAS HORTENCIAS'::VARCHAR,''::VARCHAR,'1720'::VARCHAR,'407 - Colinas Del Bosque -  Culiacan'::VARCHAR,80197::INTEGER,''::VARCHAR,''::VARCHAR,'SINALOA'::VARCHAR,'Culiacan'::VARCHAR,271::BIGINT) AS retorno;
2016-05-30 01:18:41am  -  select * from fn_cte_select(271::BIGINT);
2016-05-30 01:18:41am  -  select * from fn_direccionpedidoscliente_select(271::bigint);
2016-05-31 12:13:25am  -  select * from fn_cte_select(250::BIGINT);
2016-05-31 12:13:25am  -  select * from fn_direccionpedidoscliente_select(250::bigint);
2016-09-24 06:40:27am  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-09-24 06:40:30am  -  select * from fn_user_select();
2016-09-24 06:40:31am  -  select * from fn_user_select(9);
2016-09-24 06:40:32am  -  select * from fn_invent_select() ORDER BY descripcion;
2016-09-24 06:40:33am  -  select * from fn_tipopago_select() ORDER BY descripcion;
2016-09-24 06:40:34am  -  select * from fn_plazospago_select(1) ORDER BY id_plazo;
2016-09-24 06:40:34am  -  select (NOW()::DATE + 0 + num_dias) AS fechavence from fn_plazospago_select(1) WHERE id_plazo= 1;
2016-09-24 06:40:35am  -  select (NOW()::DATE + 0 + num_dias) AS fechavence from fn_plazospago_select(1) WHERE id_plazo= 1;
2016-09-24 06:40:36am  -  select * from fn_periodocobro_select(1) ORDER BY id_periodo;
2016-09-24 06:40:37am  -  SELECT * FROM fn_cat_vendedor_select() WHERE id_puesto = 2 AND UPPER(activo) = 'ACTIVO';
2016-09-24 06:40:37am  -  SELECT * FROM fn_cat_vendedor_select() WHERE id_puesto = 1 AND UPPER(activo) = 'ACTIVO';
2016-09-24 06:40:38am  -  SELECT * FROM fn_variables_select(3,1);
2016-09-24 06:46:04am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:46:05am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 06:46:06am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 06:46:13am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:46:14am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 06:54:09am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:54:10am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 06:54:11am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 06:54:20am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:54:21am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 06:59:46am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:59:46am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 06:59:47am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 06:59:52am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 06:59:52am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:00:46am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:00:47am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:01:30am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:01:31am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:02:42am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:02:42am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:03:22am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:03:23am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:03:23am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 07:03:27am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:03:27am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:06:20am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:06:21am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:06:59am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:07:00am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:07:00am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 07:07:05am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:07:06am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:10:17am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:10:18am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:10:19am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 07:10:22am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:10:23am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:11:41am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:11:42am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:13:04am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:13:05am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:13:28am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:13:29am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:16:33am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:16:33am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:17:15am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:17:16am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:17:49am  -  select * from fn_inventario_insert(0::bigint,1000::bigint, 122::float, 12::float,134.00::float, 1::bigint, 0::bigint,'2016-09-24'::timestamp, 9::bigint, 'PROVEEDOR'::varchar);
2016-09-24 07:17:53am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:17:53am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:17:54am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 07:17:59am  -  select id_articulo as id, descripcion as value, descripcion as label from fn_cat_articulos_select() where descripcion like '%%';
2016-09-24 07:17:59am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:18:00am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:18:01am  -  select * from fn_cat_inventario_detalle_select_id(26::bigint, 0::bigint);
2016-09-24 07:19:00am  -  select * from fn_cat_articulos_select();
2016-09-24 07:19:09am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:19:10am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:19:11am  -  select * from fn_cat_inventario_select() WHERE status != 'DEVOLUCION';
2016-09-24 07:19:14am  -  select id_articulo as id, descripcion as value, descripcion as label from fn_cat_articulos_select() where descripcion like '%%';
2016-09-24 07:19:15am  -  select idproveedor as id, nombre_proveedor as value, nombre_proveedor as label from fn_cat_proveedores_select() where activo = 'ACTIVO' and nombre_proveedor like '%%';
2016-09-24 07:19:16am  -  select idconcepto as id, concepto as value, concepto as label from fn_cat_concepto_gastos_select() where concepto like '%%';
2016-09-24 07:19:17am  -  select * from fn_cat_inventario_detalle_select_id(26::bigint, 0::bigint);
2016-09-24 07:20:26am  -  select * from fn_cat_inventario_devoluciones_select() order by 1;
2016-09-24 07:20:35am  -  select * from fn_facturas_pendientes_pagar() order by nombre_cliente;
2016-09-24 07:20:43am  -  select * from fn_informacion_facturas_pagar(16::bigint);
2016-09-24 07:20:43am  -  select * from fn_ctl_abonos_select_id(16::bigint);
2016-09-24 07:23:09am  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-09-24 07:23:10am  -  select * from fn_user_select();
2016-09-24 07:23:10am  -  select * from fn_user_select(9);
2016-09-24 07:23:11am  -  select * from fn_invent_select() ORDER BY descripcion;
2016-09-24 07:23:12am  -  select * from fn_tipopago_select() ORDER BY descripcion;
2016-09-24 07:23:12am  -  select * from fn_plazospago_select(1) ORDER BY id_plazo;
2016-09-24 07:23:13am  -  select (NOW()::DATE + 0 + num_dias) AS fechavence from fn_plazospago_select(1) WHERE id_plazo= 1;
2016-09-24 07:23:14am  -  select (NOW()::DATE + 0 + num_dias) AS fechavence from fn_plazospago_select(1) WHERE id_plazo= 1;
2016-09-24 07:23:15am  -  select * from fn_periodocobro_select(1) ORDER BY id_periodo;
2016-09-24 07:23:16am  -  SELECT * FROM fn_cat_vendedor_select() WHERE id_puesto = 2 AND UPPER(activo) = 'ACTIVO';
2016-09-24 07:23:16am  -  SELECT * FROM fn_cat_vendedor_select() WHERE id_puesto = 1 AND UPPER(activo) = 'ACTIVO';
2016-09-24 07:23:17am  -  SELECT * FROM fn_variables_select(3,1);
2016-09-24 07:23:20am  -  select * from fn_facturas_pendientes_pagar() order by nombre_cliente;
2016-09-24 07:23:25am  -  select * from fn_informacion_facturas_pagar(16::bigint);
2016-09-24 07:23:26am  -  select * from fn_ctl_abonos_select_id(16::bigint);
2016-09-24 07:23:37am  -  select *from fn_cat_proveedores_select();
