2016-02-23 04:59:15pm  -  select * from fn_cotizacionpendientes_select(4);
2016-02-23 05:35:28pm  -  select * from fn_cotizacionpendientes_select(4);
2016-02-23 05:35:29pm  -  select * from fn_articuloscotizacion_select(4);
2016-02-23 05:37:10pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:37:23pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:37:23pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:37:27pm  -  select * from fn_user_select(1);
2016-02-23 05:37:27pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:37:27pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:37:27pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:37:27pm  -  select * from fn_user_select();
2016-02-23 05:37:28pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:38:14pm  -  select * from fn_cotizacionpendientes_select();
2016-02-23 05:38:14pm  -  "Error: SQLSTATE[42883]: Undefined function: 7 ERROR:  no existe la funci\u00f3n fn_cotizacionpendientes_select()\nLINE 1: select * from fn_cotizacionpendientes_select();\n                      ^\nHINT:  Ninguna funci\u00f3n coincide en el nombre y tipos de argumentos. Puede ser necesario agregar conversi\u00f3n expl\u00edcita de tipos."
2016-02-23 05:38:14pm  -  select * from fn_articuloscotizacion_select();
2016-02-23 05:38:14pm  -  "Error: SQLSTATE[42883]: Undefined function: 7 ERROR:  no existe la funci\u00f3n fn_articuloscotizacion_select()\nLINE 1: select * from fn_articuloscotizacion_select();\n                      ^\nHINT:  Ninguna funci\u00f3n coincide en el nombre y tipos de argumentos. Puede ser necesario agregar conversi\u00f3n expl\u00edcita de tipos."
2016-02-23 05:38:33pm  -  select * from fn_user_select(1);
2016-02-23 05:38:33pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:38:33pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:38:33pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:38:33pm  -  select * from fn_user_select();
2016-02-23 05:38:34pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:41:40pm  -  select * from fn_user_select(1);
2016-02-23 05:41:40pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:41:40pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:41:40pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:41:41pm  -  select * from fn_user_select();
2016-02-23 05:41:41pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:41:42pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:41:44pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:41:47pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:41:47pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:41:50pm  -  select * from fn_user_select(1);
2016-02-23 05:41:50pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:41:50pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:41:50pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:41:51pm  -  select * from fn_user_select();
2016-02-23 05:41:51pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:46:13pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:48:15pm  -  select * from fn_cotizacionpendientes_select();
2016-02-23 05:48:15pm  -  "Error: SQLSTATE[42883]: Undefined function: 7 ERROR:  no existe la funci\u00f3n fn_cotizacionpendientes_select()\nLINE 1: select * from fn_cotizacionpendientes_select();\n                      ^\nHINT:  Ninguna funci\u00f3n coincide en el nombre y tipos de argumentos. Puede ser necesario agregar conversi\u00f3n expl\u00edcita de tipos."
2016-02-23 05:48:15pm  -  select * from fn_articuloscotizacion_select();
2016-02-23 05:48:15pm  -  "Error: SQLSTATE[42883]: Undefined function: 7 ERROR:  no existe la funci\u00f3n fn_articuloscotizacion_select()\nLINE 1: select * from fn_articuloscotizacion_select();\n                      ^\nHINT:  Ninguna funci\u00f3n coincide en el nombre y tipos de argumentos. Puede ser necesario agregar conversi\u00f3n expl\u00edcita de tipos."
2016-02-23 05:48:27pm  -  select * from fn_cotizacionpendientes_select(1);
2016-02-23 05:48:28pm  -  select * from fn_articuloscotizacion_select(1);
2016-02-23 05:48:44pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:48:56pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:48:56pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:48:59pm  -  select * from fn_user_select(1);
2016-02-23 05:49:00pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:49:00pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:49:00pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:49:00pm  -  select * from fn_user_select();
2016-02-23 05:49:00pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:50:33pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:50:36pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:50:36pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:50:40pm  -  select * from fn_user_select(1);
2016-02-23 05:50:40pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:50:40pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:50:40pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:50:41pm  -  select * from fn_user_select();
2016-02-23 05:50:41pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:53:30pm  -  select * from fn_cotizacionpendientes_select(2);
2016-02-23 05:53:30pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 05:54:12pm  -  select * from fn_cotizacionpendientes_select(2);
2016-02-23 05:54:12pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 05:54:30pm  -  select * from fn_user_select(1);
2016-02-23 05:54:30pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 05:54:30pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 05:54:31pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 05:54:31pm  -  select * from fn_user_select();
2016-02-23 05:54:31pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 05:54:39pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 05:58:48pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 05:58:48pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 06:07:17pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 06:07:17pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 06:07:26pm  -  select * from fn_user_select(1);
2016-02-23 06:07:27pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 06:07:27pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 06:07:27pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 06:07:27pm  -  select * from fn_user_select();
2016-02-23 06:07:27pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 06:08:06pm  -  select * from fn_cotizacionpendientes_select(3);
2016-02-23 06:08:06pm  -  select * from fn_articuloscotizacion_select(3);
2016-02-23 06:11:48pm  -  select * from fn_cotizacionpendientes_select(3);
2016-02-23 06:11:48pm  -  select * from fn_articuloscotizacion_select(3);
2016-02-23 06:12:09pm  -  select * from fn_cotizacionpendientes_select(3);
2016-02-23 06:12:09pm  -  select * from fn_articuloscotizacion_select(3);
2016-02-23 06:12:29pm  -  select * from fn_cotizacionpendientes_select(3);
2016-02-23 06:12:29pm  -  select * from fn_articuloscotizacion_select(3);
2016-02-23 06:13:01pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 06:13:09pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 06:13:09pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 06:13:13pm  -  select * from fn_user_select(1);
2016-02-23 06:13:13pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 06:13:14pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 06:13:14pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 06:13:14pm  -  select * from fn_user_select();
2016-02-23 06:13:14pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 06:14:04pm  -  select * from fn_cotizacionpendientes_select(1);
2016-02-23 06:14:04pm  -  select * from fn_articuloscotizacion_select(1);
2016-02-23 08:21:07pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 08:21:14pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:21:14pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:21:22pm  -  select * from fn_user_select(1);
2016-02-23 08:21:22pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:21:23pm  -  SELECT * FROM fn_cotizacionfolio_select() AS retorno;
2016-02-23 08:21:23pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:21:23pm  -  select * from fn_user_select();
2016-02-23 08:21:24pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:22:31pm  -  select * from fn_cotizacionpendientes_select(2);
2016-02-23 08:22:31pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:24:23pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 08:24:27pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:24:27pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:24:50pm  -  select * from fn_user_select(1);
2016-02-23 08:24:50pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:24:50pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:24:50pm  -  select * from fn_articulospedidos_select(2);
2016-02-23 08:24:50pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:24:51pm  -  select * from fn_user_select();
2016-02-23 08:24:51pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:34:26pm  -  select * from fn_user_select(1);
2016-02-23 08:34:26pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:34:26pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:34:26pm  -  select * from fn_articulospedidos_select(2);
2016-02-23 08:34:26pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:34:27pm  -  select * from fn_user_select();
2016-02-23 08:34:27pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:34:32pm  -  select * from fn_user_select(1);
2016-02-23 08:34:32pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:34:32pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:34:33pm  -  select * from fn_articulospedidos_select(2);
2016-02-23 08:34:33pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:34:33pm  -  select * from fn_user_select();
2016-02-23 08:34:33pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:34:42pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 08:37:30pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:37:30pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:37:37pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:37:37pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:37:42pm  -  select * from fn_user_select(1);
2016-02-23 08:37:42pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:37:42pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:37:42pm  -  select * from fn_articuloscotizacion_select(1);
2016-02-23 08:37:42pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:37:43pm  -  select * from fn_user_select();
2016-02-23 08:37:43pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:38:30pm  -  select * from fn_user_select(1);
2016-02-23 08:38:30pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:38:31pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:38:31pm  -  select * from fn_articuloscotizacion_select(1);
2016-02-23 08:38:31pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:38:31pm  -  select * from fn_user_select();
2016-02-23 08:38:31pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:39:09pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:39:09pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:39:16pm  -  select * from fn_user_select(1);
2016-02-23 08:39:16pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:39:16pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:39:16pm  -  select * from fn_articuloscotizacion_select(1);
2016-02-23 08:39:17pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:39:17pm  -  select * from fn_user_select();
2016-02-23 08:39:17pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:39:39pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:39:40pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 08:39:58pm  -  select * from fn_user_select(1);
2016-02-23 08:39:58pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:39:58pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:39:58pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:39:59pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:39:59pm  -  select * from fn_user_select();
2016-02-23 08:39:59pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:41:37pm  -  select * from fn_user_select(1);
2016-02-23 08:41:37pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:41:38pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:41:38pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:41:38pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:41:38pm  -  select * from fn_user_select();
2016-02-23 08:41:38pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:44:23pm  -  select * from fn_user_select(1);
2016-02-23 08:44:23pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:44:24pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:44:24pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:44:24pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:44:24pm  -  select * from fn_user_select();
2016-02-23 08:44:24pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:44:45pm  -  select * from fn_user_select(1);
2016-02-23 08:44:46pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:44:46pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:44:46pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:44:46pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:44:47pm  -  select * from fn_user_select();
2016-02-23 08:44:47pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:48:16pm  -  select * from fn_user_select(1);
2016-02-23 08:48:16pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:48:16pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:48:16pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:48:17pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:48:17pm  -  select * from fn_user_select();
2016-02-23 08:48:17pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:48:47pm  -  select * from fn_user_select(1);
2016-02-23 08:48:48pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:48:48pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:48:48pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:48:48pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:48:48pm  -  select * from fn_user_select();
2016-02-23 08:48:49pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 08:52:08pm  -  select * from fn_user_select(1);
2016-02-23 08:52:08pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 08:52:08pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 08:52:09pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 08:52:09pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 08:52:09pm  -  select * from fn_user_select();
2016-02-23 08:52:09pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 09:39:15pm  -  select * from fn_user_select(1);
2016-02-23 09:39:15pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 09:39:15pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 09:39:15pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 09:39:16pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 09:39:16pm  -  select * from fn_user_select();
2016-02-23 09:39:16pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 09:41:57pm  -  select * from fn_user_select(1);
2016-02-23 09:41:57pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 09:41:58pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 09:41:58pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 09:41:58pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 09:41:58pm  -  select * from fn_user_select();
2016-02-23 09:41:59pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 09:42:00pm  -  select * from fn_user_select(1);
2016-02-23 09:42:01pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 09:42:01pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 09:42:01pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 09:42:01pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 09:42:02pm  -  select * from fn_user_select();
2016-02-23 09:42:02pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 09:44:15pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 09:44:23pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:44:24pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:44:31pm  -  select * from fn_user_select(1);
2016-02-23 09:44:32pm  -  select * from fn_dir_select(0,'') WHERE UPPER(d_mnpio) IN ('CULIACAN','NO ESPECIFICADO') ORDER BY d_asenta;
2016-02-23 09:44:32pm  -  select * from fn_invent_select(1::SMALLINT) ORDER BY descripcion;
2016-02-23 09:44:32pm  -  select * from fn_articuloscotizacion_select(2);
2016-02-23 09:44:32pm  -  select * from fn_variables_select(1,1) AS retorno;
2016-02-23 09:44:33pm  -  select * from fn_user_select();
2016-02-23 09:44:33pm  -  SELECT * FROM fn_pedidosfolio_select() AS retorno;
2016-02-23 09:44:43pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 09:44:46pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:44:46pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:44:55pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 09:44:56pm  -  select * from fn_pedidospendientesmes_select() AS retorno;
2016-02-23 09:45:00pm  -  select * from fn_pedidospendientes_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:45:00pm  -  select * from fn_cotizacion_select() WHERE fechapedido::DATE = '2016-02-08'::DATE ORDER BY fechapedido,region DESC;
2016-02-23 09:45:06pm  -  select * from fn_user_select(1);
